,update,merit,gestation,fitness,repro_rate,dep_size,copied_size,executed_size,dep_abundance,prop_birth,breed_true,dep_depth,generation,neutral,label,true_rep_rate,not,nand,and,orn,or,andn,nor,xor,equ,resnot,resand,resor,resnor,resnand,resorn,resandn,resxor,resequ,safe,inst_executed,popsize,genotypecount,thresholdgenotypes,numspecies,numthresholdspecies,numlineages,numbirths,numdeaths,numbreedtrue,numbreedtrue2,numnobirth,numsinglethreaded,nummultithreaded,nummodified,uniquephenotypetask,shannondiv,uniquephenotypecount,avgshannondiv,avgtaskdiv,seed,condition,patches,killed,ecology
4841,100000,30770200000.0,2397.27,9892090.0,0,0,414.07300000000004,288.855,0,0.00695134,0.00397219,0,1366.31,5.28936,0,7.66945e+44,801.0,572.0,763.0,750.0,427.0,794.0,418.0,326.0,417.0,18.9526,39.5912,23.2197,23.4404,62.5155,21.213,52.3561,55.2911,44.8507,9000.0,30000.0,1007.0,904.0,184.0,0.0,0.0,0.0,7.0,12.0,4.0,347.0,365.0,1007.0,0.0,0.0,40.0,3.0495900000000002,230.0,2.0543,5.21106,9233,test_command_results/100_patches_3_cells_200_killed-pop2_9233/data,100,200,N
4942,100000,21304200.0,2123.74,10096.8,0,0,120.921,115.921,0,0.011375399999999999,0.011375399999999999,0,1613.57,-33.4901,0,6481.55,565.0,621.0,565.0,621.0,346.0,565.0,967.0,402.0,967.0,32.4328,63.9126,80.4255,26.4228,36.1077,32.583,17.3818,34.4504,13.7213,930.0,28920.0,967.0,3.0,3.0,0.0,0.0,0.0,11.0,10.0,11.0,967.0,465.0,967.0,0.0,0.0,3.0,1.22245,3.0,2.40775,5.80829,10301,test_command_results/1_patches_30_cells_200_killed_ecology-pop6_10301/data,1,200,Y
5043,100000,705566000.0,2763.78,240552.0,0,0,486.176,453.94800000000004,0,0.00761905,0.00761905,0,847.465,-4.91339,0,-8.038700000000001e+62,992.0,480.0,992.0,480.0,992.0,992.0,480.0,512.0,512.0,16.7639,47.3289,16.5827,31.4252,20.0655,16.9691,31.5653,34.1097,33.968,9000.0,31290.0,1050.0,88.0,33.0,0.0,0.0,0.0,8.0,10.0,8.0,1050.0,262.0,1050.0,0.0,0.0,3.0,1.2538,13.0,2.5348599999999997,6.12296,9203,test_command_results/100_patches_3_cells_200_killed_ecology-pop1_9203/data,100,200,Y
5144,100000,1.10118e+25,6375.87,1.7792e+21,0,0,776.301,445.48900000000003,0,0.00222469,0.0,0,1953.17,44.4501,0,2.91764e+31,890.0,850.0,730.0,881.0,857.0,867.0,854.0,679.0,814.0,66.1784,72.9352,268.078,68.0328,70.2109,73.4893,67.233,79.8165,74.3132,930.0,27000.0,899.0,855.0,32.0,0.0,0.0,0.0,2.0,3.0,0.0,93.0,442.0,899.0,0.0,0.0,39.0,2.20276,184.0,2.8670299999999997,8.25584,10035,test_command_results/1_patches_30_cells_100_killed-pop2_10035/data,1,100,N
5245,100000,3.10073e+68,12312.1,2.35689e+64,0,0,781.439,630.433,0,0.00118906,0.0,0,4456.26,-10.4372,0,1.7134800000000002e+78,791.0,794.0,764.0,787.0,792.0,701.0,777.0,691.0,777.0,178.983,180.269,179.03900000000002,180.78099999999998,178.257,182.502,180.78,180.75599999999997,182.425,930.0,25230.0,841.0,820.0,23.0,0.0,0.0,0.0,1.0,1.0,0.0,55.0,444.0,841.0,0.0,0.0,26.0,1.71197,39.0,2.9245900000000002,8.1736,10575,test_command_results/1_patches_30_cells_300_killed-pop9_10575/data,1,300,N
5346,100000,189303000000.0,3485.13,36823200.0,0,0,700.513,668.227,0,0.004206100000000001,0.004206100000000001,0,611.565,1.5064,0,30668300.0,640.0,39.0,643.0,39.0,643.0,643.0,39.0,604.0,604.0,34.1889,994.992,34.1974,994.992,34.8149,34.2282,994.992,34.2796,34.0889,9000.0,28410.0,951.0,299.0,65.0,0.0,0.0,0.0,4.0,3.0,4.0,950.0,412.0,951.0,0.0,0.0,4.0,1.14929,15.0,1.7528,4.08861,9402,test_command_results/100_patches_3_cells_300_killed_ecology-pop1_9402/data,100,300,Y
5447,100000,68419000.0,2211.86,30378.7,0,0,121.964,115.866,0,0.0117521,0.00854701,0,1814.33,-9.37462,0,28817.3,872.0,686.0,656.0,668.0,447.0,664.0,654.0,424.0,659.0,17.2085,20.7664,50.7574,20.5208,36.9391,20.8293,22.2674,39.251,21.0375,930.0,28020.0,936.0,396.0,126.0,0.0,0.0,0.0,11.0,10.0,8.0,678.0,439.0,936.0,0.0,0.0,35.0,2.63215,91.0,2.52292,6.1208599999999995,10515,test_command_results/1_patches_30_cells_300_killed-pop6_10515/data,1,300,N
5548,100000,441254000.0,2799.94,126917.0,0,0,481.07300000000004,458.217,0,0.0146939,0.0146939,0,701.158,4.9928300000000005,0,-5.409650000000001e+41,1074.0,569.0,1081.0,569.0,1081.0,1081.0,569.0,512.0,512.0,18.5592,45.1618,19.0569,33.9392,22.5531,19.3264,35.0317,38.0634,38.4731,9000.0,36210.0,1225.0,293.0,120.0,0.0,0.0,0.0,18.0,5.0,18.0,1221.0,382.0,1225.0,0.0,0.0,4.0,1.44862,18.0,2.37739,5.74918,11002,test_command_results/225_patches_2_cells_100_killed_ecology-pop1_11002/data,225,100,Y
5649,100000,1.09589e+38,3610.36,5.97935e+33,0,0,309.77299999999997,308.074,0,0.00115875,0.0,0,177.109,-4.12012,0,1.44502e+34,311.0,17.0,312.0,296.0,311.0,313.0,312.0,17.0,296.0,131.308,994.992,120.59899999999999,120.352,131.316,125.89299999999999,125.93799999999999,994.992,120.06700000000001,9000.0,25860.0,863.0,617.0,258.0,0.0,0.0,0.0,1.0,1.0,0.0,628.0,595.0,863.0,0.0,0.0,6.0,1.08348,36.0,1.01179,2.52668,9249,test_command_results/100_patches_3_cells_200_killed_ecology-pop3_9249/data,100,200,Y
5750,100000,46083300000.0,1819.35,9860210.0,0,0,202.511,197.516,0,0.00924974,0.00924974,0,779.546,0.694393,0,9540460.0,393.0,6.0,393.0,387.0,393.0,393.0,393.0,6.0,387.0,33.8108,994.992,36.8432,35.5805,18.0201,21.9967,22.1307,994.992,38.9346,9000.0,28920.0,973.0,481.0,125.0,0.0,0.0,0.0,9.0,5.0,9.0,973.0,680.0,973.0,0.0,0.0,3.0,1.01759,27.0,1.11491,2.80579,9448,test_command_results/100_patches_3_cells_300_killed_ecology-pop3_9448/data,100,300,Y
5851,100000,8.62314e+33,9656.52,7.66297e+29,0,0,874.0110000000001,857.289,0,0.00222222,0.0,0,787.3760000000001,21.1351,0,2.56623e+29,900.0,900.0,900.0,900.0,900.0,900.0,900.0,0.0,900.0,107.66,100.676,107.742,100.322,100.773,100.73100000000001,100.322,994.992,100.368,930.0,26940.0,900.0,180.0,178.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,444.0,900.0,0.0,0.0,1.0,0.0,1.0,3.0,8.0,10361,test_command_results/1_patches_30_cells_200_killed_ecology-pop9_10361/data,1,200,Y
5952,100000,5226670000.0,2683.53,1928560.0,0,0,280.189,262.32099999999997,0,0.00647948,0.00107991,0,1947.19,-41.2538,0,1339700.0,608.0,493.0,900.0,896.0,856.0,906.0,864.0,845.0,854.0,38.8394,38.0503,20.8627,19.1601,20.2832,19.1555,21.1503,19.624000000000002,19.0389,930.0,27780.0,926.0,762.0,109.0,0.0,0.0,0.0,6.0,7.0,1.0,267.0,472.0,926.0,0.0,0.0,42.0,2.4245099999999997,150.0,2.87655,7.79892,10692,test_command_results/1_patches_30_cells_400_killed-pop5_10692/data,1,400,N
6053,100000,4.16981e+34,9861.13,3.98073e+30,0,0,964.309,956.846,0,0.00110742,0.0,0,1645.24,-98.0692,0,1.15227e+30,0.0,903.0,0.0,903.0,903.0,903.0,903.0,903.0,903.0,803.33,100.27,994.992,97.94,97.9202,98.0015,97.9095,100.275,100.26899999999999,930.0,27060.0,903.0,143.0,139.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,418.0,903.0,0.0,0.0,1.0,0.0,3.0,2.80559,7.0,10481,test_command_results/1_patches_30_cells_300_killed_ecology-pop5_10481/data,1,300,Y
6154,100000,58366200000.0,3032.68,17768200.0,0,0,196.329,186.43599999999998,0,0.00532481,0.00212993,0,1622.04,14.748,0,10765400.0,918.0,792.0,135.0,897.0,800.0,822.0,720.0,781.0,782.0,22.4484,29.1766,107.416,19.5452,25.0011,30.3352,25.3847,33.2342,22.7836,930.0,28170.0,939.0,594.0,163.0,0.0,0.0,0.0,5.0,5.0,2.0,535.0,467.0,939.0,0.0,0.0,30.0,1.9533200000000002,117.0,2.60642,7.078810000000001,10334,test_command_results/1_patches_30_cells_200_killed-pop7_10334/data,1,200,N
6246,100000,52844300000.0,2473.81,14421500.0,0,0,208.105,203.979,0,0.00196271,0.00196271,0,776.467,-1.45421,0,-1.25129e+54,696.0,220.0,698.0,478.0,696.0,698.0,698.0,220.0,478.0,16.9917,78.8502,21.4911,35.1206,20.0581,20.8033,17.5736,72.3132,37.9364,9000.0,30540.0,1019.0,302.0,84.0,0.0,0.0,0.0,2.0,10.0,2.0,1019.0,480.0,1019.0,0.0,0.0,4.0,1.53249,25.0,1.91303,4.7712900000000005,9243,test_command_results/100_patches_3_cells_200_killed_ecology-pop3_9243/data,100,200,Y
6347,100000,1.08707e+35,4182.98,9.65189e+30,0,0,522.247,508.166,0,0.00114811,0.0,0,309.034,-2.1429,0,2.43382e+30,474.0,477.0,434.0,477.0,477.0,432.0,477.0,80.0,446.0,105.49600000000001,108.706,105.59,108.71799999999999,109.244,109.139,108.71700000000001,994.992,108.821,930.0,26130.0,871.0,493.0,103.0,0.0,0.0,0.0,1.0,1.0,0.0,555.0,650.0,871.0,0.0,0.0,7.0,1.51942,39.0,1.62379,4.33295,10160,test_command_results/1_patches_30_cells_100_killed_ecology-pop9_10160/data,1,100,Y
6448,100000,9649.58,781.0219999999999,12.3587,0,0,108.0,104.223,0,0.033126300000000004,0.033126300000000004,0,3906.12,53.0512,0,8.1946,966.0,966.0,699.0,966.0,749.0,267.0,484.0,699.0,699.0,8.86262,6.640510000000001,10.0778,5.77692,13.9901,13.8681,9.52598,12.5532,10.5028,930.0,28740.0,966.0,3.0,3.0,0.0,0.0,0.0,32.0,29.0,32.0,966.0,471.0,966.0,0.0,0.0,3.0,1.49466,3.0,2.6874599999999997,6.725289999999999,10745,test_command_results/1_patches_30_cells_400_killed_ecology-pop8_10745/data,1,400,Y
6542,100000,4255940000.0,2918.25,912905.0,0,0,483.037,461.155,0,0.00440141,0.00440141,0,664.6510000000001,-2.1695599999999997,0,-9.99278e+18,1004.0,524.0,1010.0,525.0,1009.0,1010.0,525.0,485.0,485.0,27.3698,106.915,27.7067,91.1235,29.7261,28.2361,92.0286,34.4566,34.3956,9000.0,33930.0,1136.0,262.0,82.0,0.0,0.0,0.0,5.0,9.0,5.0,1135.0,286.0,1136.0,0.0,0.0,5.0,1.44373,20.0,2.39138,5.7835,11008,test_command_results/225_patches_2_cells_100_killed_ecology-pop1_11008/data,225,100,Y
6643,100000,5.8128e+36,5179.04,8.6124e+32,0,0,687.628,597.7330000000001,0,0.0,0.0,0,2317.33,-48.1588,0,9.34451e+36,840.0,47.0,847.0,855.0,836.0,850.0,841.0,842.0,847.0,107.306,988.346,109.34299999999999,109.36200000000001,110.52799999999999,109.194,110.32,109.72399999999999,109.72399999999999,930.0,26940.0,896.0,863.0,34.0,0.0,0.0,0.0,0.0,2.0,0.0,63.0,464.0,896.0,0.0,0.0,32.0,1.18533,64.0,2.86116,7.594869999999999,10698,test_command_results/1_patches_30_cells_400_killed-pop5_10698/data,1,400,N
6736,100000,35028900000.0,2063.1,7999100.0,0,0,207.58900000000003,204.56,0,0.0042328,0.0042328,0,720.762,0.031143200000000003,0,7091030.0,457.0,7.0,457.0,450.0,457.0,457.0,457.0,7.0,450.0,36.4168,994.992,36.8583,33.7022,25.4489,38.0271,38.0918,994.992,33.2613,9000.0,28230.0,945.0,409.0,123.0,0.0,0.0,0.0,4.0,2.0,4.0,945.0,566.0,945.0,0.0,0.0,3.0,1.05445,21.0,1.30013,3.3775199999999996,9442,test_command_results/100_patches_3_cells_300_killed_ecology-pop3_9442/data,100,300,Y
6837,100000,1624260000.0,2697.52,512650.0,0,0,513.88,486.832,0,0.0047619,0.0047619,0,707.23,1.87547,0,-4.81571e+56,906.0,425.0,914.0,425.0,914.0,914.0,425.0,489.0,489.0,18.8012,53.8217,18.0643,38.2421,20.866999999999997,17.963,38.574,33.6959,33.9758,9000.0,31350.0,1050.0,174.0,41.0,0.0,0.0,0.0,5.0,7.0,5.0,1049.0,319.0,1050.0,0.0,0.0,4.0,1.47971,14.0,2.32726,5.6136099999999995,9209,test_command_results/100_patches_3_cells_200_killed_ecology-pop1_9209/data,100,200,Y
6930,100000,2.04945e+30,6540.72,1.94856e+26,0,0,578.919,348.344,0,0.0022805,0.0,0,1725.08,-48.2073,0,1.8843300000000004e+89,836.0,654.0,769.0,745.0,309.0,815.0,575.0,449.0,283.0,91.7241,642.086,100.85700000000001,95.2219,445.129,91.3807,91.8941,288.436,121.39299999999999,9000.0,26250.0,877.0,848.0,127.0,0.0,0.0,0.0,2.0,2.0,0.0,131.0,177.0,877.0,0.0,0.0,47.0,3.11955,235.0,2.4081200000000003,6.2011400000000005,9239,test_command_results/100_patches_3_cells_200_killed-pop2_9239/data,100,200,N
7023,100000,4.449170000000001e+47,15891.7,2.73078e+43,0,0,820.572,446.227,0,0.00228833,0.0,0,3534.95,39.8779,0,4.74624e+56,639.0,823.0,7.0,718.0,711.0,312.0,529.0,687.0,663.0,210.09799999999998,137.839,993.765,141.63,140.792,317.39599999999996,218.524,141.596,141.541,930.0,26220.0,874.0,821.0,33.0,0.0,0.0,0.0,2.0,2.0,0.0,121.0,420.0,874.0,0.0,0.0,39.0,3.03295,120.0,2.1755400000000003,5.82265,10817,test_command_results/1_patches_30_cells_500_killed-pop1_10817/data,1,500,N
7124,100000,1388370.0,1519.4,906.4939999999999,0,0,110.751,107.145,0,0.021384900000000002,0.0152749,0,2981.01,37.86,0,732.703,977.0,972.0,932.0,922.0,881.0,898.0,913.0,879.0,895.0,13.5024,11.3977,12.8416,12.517000000000001,13.5515,12.7006,12.9245,13.7609,13.3041,930.0,29370.0,982.0,428.0,112.0,0.0,0.0,0.0,21.0,19.0,15.0,703.0,505.0,982.0,0.0,0.0,37.0,1.34117,145.0,3.01229,8.41998,10354,test_command_results/1_patches_30_cells_200_killed-pop8_10354/data,1,200,N
7225,100000,11050000.0,2105.55,5266.39,0,0,120.735,115.735,0,0.006,0.006,0,1624.87,-9.63223,0,3559.87,547.0,594.0,547.0,594.0,406.0,547.0,1000.0,453.0,1000.0,27.4947,52.3695,68.4859,23.0679,36.0326,27.7235,15.3277,33.7038,18.4829,930.0,29940.0,1000.0,3.0,3.0,0.0,0.0,0.0,6.0,5.0,6.0,1000.0,506.0,1000.0,0.0,0.0,3.0,1.21175,3.0,2.3792400000000002,5.6866900000000005,10100,test_command_results/1_patches_30_cells_100_killed_ecology-pop6_10100/data,1,100,Y
7326,100000,61426300.0,2660.0,23092.6,0,0,176.0,172.0,0,0.00852878,0.00852878,0,1232.28,-15.0834,0,25765.6,938.0,0.0,0.0,938.0,938.0,938.0,938.0,938.0,938.0,16.9966,994.992,994.992,21.2096,18.7048,29.0352,18.9817,18.1102,27.1093,930.0,28140.0,938.0,1.0,1.0,0.0,0.0,0.0,8.0,9.0,8.0,938.0,451.0,938.0,0.0,0.0,1.0,0.0,1.0,2.77924,7.0,10725,test_command_results/1_patches_30_cells_400_killed_ecology-pop7_10725/data,1,400,Y
7419,100000,8.47899e+34,9386.1,5.49185e+30,0,0,681.181,453.029,0,0.0,0.0,0,1591.48,21.8076,0,1.7652500000000002e+93,676.0,93.0,669.0,125.0,640.0,661.0,102.0,527.0,523.0,138.086,994.9839999999999,138.38299999999998,994.959,134.916,138.365,994.992,138.22899999999998,138.273,9000.0,26640.0,888.0,850.0,133.0,0.0,0.0,0.0,0.0,1.0,0.0,430.0,266.0,888.0,0.0,0.0,22.0,1.97055,64.0,1.93567,4.52086,11016,test_command_results/225_patches_2_cells_100_killed-pop1_11016/data,225,100,N
7520,100000,4856250000.0,2795.43,1608270.0,0,0,510.68300000000005,471.056,0,0.0122449,0.0122449,0,987.8560000000001,-0.8464520000000001,0,4.742840000000001e+77,887.0,399.0,887.0,399.0,887.0,887.0,399.0,488.0,488.0,20.0997,54.2856,20.6862,37.9838,24.7377,21.0149,39.4357,46.4228,45.5605,9000.0,29070.0,980.0,125.0,36.0,0.0,0.0,0.0,12.0,3.0,12.0,980.0,239.0,980.0,0.0,0.0,3.0,1.35124,13.0,2.42354,5.835380000000001,9408,test_command_results/100_patches_3_cells_300_killed_ecology-pop1_9408/data,100,300,Y
7614,100000,7236970.0,1860.22,3922.33,0,0,205.595,196.456,0,0.00758294,0.0056872,0,1585.25,4.56527,0,2725.71,609.0,219.0,1036.0,991.0,383.0,991.0,1008.0,862.0,862.0,21.7618,50.261,12.3864,12.8535,32.9701,10.298,9.06006,12.9149,12.7074,9000.0,31440.0,1055.0,196.0,159.0,0.0,0.0,0.0,8.0,13.0,6.0,796.0,245.0,1055.0,0.0,0.0,9.0,2.05849,32.0,2.69003,6.59732,9482,test_command_results/100_patches_3_cells_300_killed_ecology-pop5_9482/data,100,300,Y
7715,100000,329164000.0,2613.49,125810.0,0,0,176.0,171.622,0,0.00315126,0.00315126,0,1310.32,-71.9053,0,100152.0,952.0,360.0,360.0,952.0,952.0,952.0,952.0,952.0,952.0,22.9954,50.3995,53.7861,15.407,25.01,23.858,24.7377,21.3441,22.7438,930.0,28560.0,952.0,2.0,2.0,0.0,0.0,0.0,3.0,6.0,3.0,952.0,471.0,952.0,0.0,0.0,2.0,0.9568270000000001,2.0,2.7959099999999997,7.756589999999999,10327,test_command_results/1_patches_30_cells_200_killed_ecology-pop7_10327/data,1,200,Y
7816,100000,95404.5,1004.09,92.6614,0,0,214.60299999999998,202.382,0,0.013655500000000001,0.013655500000000001,0,2987.77,69.4621,0,80.1873,658.0,952.0,658.0,952.0,658.0,658.0,658.0,952.0,294.0,10.021,7.44477,9.67677,7.3299199999999995,9.64781,9.78732,9.69457,7.3212399999999995,33.0564,930.0,28530.0,952.0,2.0,2.0,0.0,0.0,0.0,13.0,16.0,13.0,952.0,467.0,952.0,0.0,0.0,2.0,0.8933200000000001,2.0,2.68987,6.7594899999999996,10784,test_command_results/1_patches_30_cells_400_killed_ecology-pop10_10784/data,1,400,Y
7903,100000,22937600.0,2109.9,10896.4,0,0,120.93799999999999,115.93799999999999,0,0.012820500000000002,0.012820500000000002,0,1657.42,22.989,0,7007.21,550.0,590.0,550.0,590.0,346.0,550.0,936.0,386.0,936.0,22.8147,81.3359,100.78299999999999,21.1238,42.4778,22.4357,14.9113,40.9035,13.869000000000002,930.0,28080.0,936.0,3.0,3.0,0.0,0.0,0.0,12.0,14.0,12.0,936.0,453.0,936.0,0.0,0.0,3.0,1.17601,3.0,2.40584,5.80621,10709,test_command_results/1_patches_30_cells_400_killed_ecology-pop6_10709/data,1,400,Y
8004,100000,2627430000.0,2507.05,1037190.0,0,0,341.416,218.335,0,0.00958466,0.00212993,0,2430.76,-9.79392,0,167902000.0,939.0,930.0,917.0,922.0,898.0,931.0,889.0,885.0,878.0,19.8229,21.4136,20.128,19.969,19.2026,19.9167,19.3289,17.9994,18.1175,930.0,28140.0,939.0,758.0,137.0,0.0,0.0,0.0,9.0,10.0,2.0,334.0,480.0,939.0,0.0,0.0,19.0,0.710482,93.0,3.09804,8.72038,10598,test_command_results/1_patches_30_cells_300_killed-pop10_10598/data,1,300,N
8105,100000,7.46741e+58,11802.4,6.557270000000001e+54,0,0,753.862,465.41,0,0.00132626,0.00132626,0,2354.03,-14.7715,0,1.6400500000000002e+59,712.0,690.0,712.0,711.0,716.0,721.0,700.0,15.0,696.0,179.355,185.166,183.517,184.00599999999997,184.15900000000002,184.233,184.049,994.992,183.171,930.0,22590.0,754.0,744.0,15.0,0.0,0.0,0.0,1.0,0.0,1.0,18.0,374.0,754.0,0.0,0.0,34.0,1.08229,40.0,2.8370900000000003,7.52387,10378,test_command_results/1_patches_30_cells_200_killed-pop9_10378/data,1,200,N
8206,100000,7397240.0,1637.73,4289.47,0,0,145.577,140.594,0,0.0031881,0.0021254,0,3885.45,-126.303,0,9.556380000000002e+85,822.0,894.0,904.0,896.0,818.0,824.0,825.0,813.0,824.0,11.6047,10.9737,11.300999999999998,10.9012,11.4146,11.4298,10.9523,11.3325,11.3381,930.0,28230.0,941.0,520.0,136.0,0.0,0.0,0.0,3.0,4.0,2.0,593.0,457.0,941.0,0.0,0.0,59.0,2.13492,122.0,2.9362,8.096810000000001,10553,test_command_results/1_patches_30_cells_300_killed-pop8_10553/data,1,300,N
8307,100000,1437010.0,1728.03,783.5219999999999,0,0,187.385,178.458,0,0.015087999999999999,0.0117351,0,1699.14,2.6006299999999998,0,543.303,637.0,302.0,1181.0,1071.0,436.0,1071.0,1143.0,1007.0,1007.0,24.5524,45.1346,11.4053,12.6887,21.2732,10.8129,8.91853,10.7046,10.6367,9000.0,35310.0,1193.0,153.0,137.0,0.0,0.0,0.0,18.0,21.0,14.0,985.0,342.0,1193.0,0.0,0.0,11.0,2.20483,39.0,2.70435,6.58603,9283,test_command_results/100_patches_3_cells_200_killed_ecology-pop5_9283/data,100,200,Y
8408,100000,5.37458e+36,10412.6,4.63166e+32,0,0,910.612,892.4830000000001,0,0.00120482,0.0,0,1209.31,12.5124,0,1.76583e+32,829.0,829.0,829.0,829.0,829.0,829.0,829.0,0.0,829.0,117.65700000000001,114.605,117.708,109.206,108.695,109.62,109.205,994.992,109.94,930.0,24870.0,830.0,211.0,206.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,397.0,830.0,0.0,0.0,2.0,0.0134202,6.0,2.99565,7.990360000000001,10769,test_command_results/1_patches_30_cells_400_killed_ecology-pop9_10769/data,1,400,Y
8509,100000,1.06412e+33,1302.68,9.45925e+28,0,0,360.654,353.676,0,0.00111982,0.0,0,324.39599999999996,5.2100800000000005,0,9.48349e+28,198.0,174.0,198.0,198.0,198.0,198.0,174.0,36.0,188.0,101.402,101.49,106.154,106.50399999999999,106.149,106.505,105.911,994.992,106.40700000000001,9000.0,26790.0,893.0,763.0,153.0,0.0,0.0,0.0,1.0,1.0,0.0,740.0,723.0,893.0,0.0,0.0,6.0,0.9718479999999999,28.0,0.657941,1.7491599999999998,9566,test_command_results/100_patches_3_cells_300_killed_ecology-pop9_9566/data,100,300,Y
8610,100000,50644000.0,2122.78,23334.6,0,0,120.59700000000001,115.831,0,0.00740741,0.00634921,0,1862.72,-0.874117,0,21406.8,918.0,489.0,464.0,897.0,548.0,473.0,780.0,422.0,788.0,27.8813,29.5045,61.7003,17.2287,24.7146,30.3777,19.489,36.2065,22.8008,930.0,28230.0,945.0,353.0,101.0,0.0,0.0,0.0,7.0,4.0,6.0,707.0,456.0,945.0,0.0,0.0,33.0,2.26456,65.0,2.44112,6.115469999999999,10318,test_command_results/1_patches_30_cells_200_killed-pop6_10318/data,1,200,N
8703,100000,15188300000.0,2788.47,4964230.0,0,0,179.24,171.075,0,0.00641026,0.0042734999999999995,0,1738.25,-4.1761800000000004,0,5271280.0,901.0,809.0,464.0,868.0,825.0,807.0,791.0,779.0,754.0,35.914,31.6455,39.9767,23.4832,24.429000000000002,27.3785,34.1875,33.2628,27.0597,930.0,28080.0,936.0,543.0,125.0,0.0,0.0,0.0,6.0,7.0,4.0,563.0,459.0,936.0,0.0,0.0,35.0,2.45745,129.0,2.63505,7.47487,10533,test_command_results/1_patches_30_cells_300_killed-pop7_10533/data,1,300,N
8804,100000,9027880000000.0,3332.96,2541750000.0,0,0,472.713,287.356,0,0.00538793,0.00323276,0,1930.4,-45.9176,0,-155608000000.0,925.0,477.0,796.0,877.0,837.0,875.0,831.0,370.0,433.0,29.8178,57.2291,72.1231,27.381999999999998,26.8275,40.2686,29.1684,63.2685,47.8192,930.0,27810.0,928.0,818.0,85.0,0.0,0.0,0.0,5.0,4.0,3.0,223.0,460.0,928.0,0.0,0.0,35.0,2.4774599999999998,177.0,2.52704,6.91918,10832,test_command_results/1_patches_30_cells_500_killed-pop2_10832/data,1,500,N
8905,100000,1977.17,786.3989999999999,2.51051,0,0,108.16,103.98200000000001,0,0.013431,0.013431,0,3768.32,-14.4206,0,1.54518,1638.0,1154.0,1424.0,688.0,1517.0,1638.0,484.0,1154.0,1154.0,4.10271,5.0206599999999995,6.42504,5.04327,3.9802699999999995,3.01043,6.29365,6.26726,5.33617,9000.0,48540.0,1638.0,35.0,35.0,0.0,0.0,0.0,22.0,40.0,22.0,1638.0,683.0,1638.0,0.0,0.0,5.0,1.6987900000000002,15.0,2.65767,6.62812,9342,test_command_results/100_patches_3_cells_200_killed_ecology-pop8_9342/data,100,200,Y
9006,100000,3655.91,796.3,4.61707,0,0,108.21600000000001,103.97399999999999,0,0.0311573,0.0311573,0,3699.81,-12.9575,0,3.24402,1219.0,983.0,999.0,681.0,1270.0,1326.0,365.0,983.0,983.0,7.8326899999999995,4.64851,11.4376,8.485339999999999,6.4158800000000005,4.08035,20.4385,5.97502,4.77024,9000.0,39300.0,1348.0,66.0,66.0,0.0,0.0,0.0,42.0,47.0,42.0,1348.0,485.0,1348.0,0.0,0.0,13.0,2.34835,38.0,2.63358,6.5341,9543,test_command_results/100_patches_3_cells_300_killed_ecology-pop8_9543/data,100,300,Y
9107,100000,60050500000.0,2510.01,19050200.0,0,0,419.408,298.012,0,0.00355556,0.0,0,1698.04,17.1462,0,-6.07225e+31,971.0,762.0,791.0,844.0,554.0,908.0,729.0,368.0,437.0,17.8894,41.1061,26.6812,25.0627,45.1992,22.4274,23.2682,49.0124,44.8063,9000.0,33630.0,1125.0,1077.0,254.0,0.0,0.0,0.0,4.0,4.0,0.0,356.0,377.0,1125.0,0.0,0.0,61.0,3.62244,361.0,2.12906,5.65031,11033,test_command_results/225_patches_2_cells_100_killed-pop2_11033/data,225,100,N
9201,100000,5.6863e+33,1379.79,5.05529e+29,0,0,365.99,357.98900000000003,0,0.00225225,0.0,0,316.05,-0.0207783,0,2.92112e+29,205.0,169.0,205.0,205.0,205.0,205.0,167.0,54.0,192.0,106.22,106.303,100.95100000000001,100.90700000000001,101.096,100.90700000000001,100.87700000000001,994.992,100.634,9000.0,26580.0,888.0,801.0,168.0,0.0,0.0,0.0,2.0,0.0,0.0,758.0,725.0,888.0,0.0,0.0,6.0,1.06144,40.0,0.6816770000000001,1.80968,9367,test_command_results/100_patches_3_cells_200_killed_ecology-pop9_9367/data,100,200,Y
9302,100000,298674000.0,2733.45,107914.0,0,0,381.279,316.70099999999996,0,0.00746269,0.00746269,0,1425.6,30.0264,0,90321.2,938.0,938.0,312.0,938.0,938.0,626.0,938.0,0.0,938.0,17.4503,36.573,46.4688,21.1456,20.6046,46.2417,25.8831,994.992,20.4821,930.0,28110.0,938.0,2.0,2.0,0.0,0.0,0.0,7.0,7.0,7.0,938.0,452.0,938.0,0.0,0.0,2.0,0.91794,2.0,2.77242,7.0,10824,test_command_results/1_patches_30_cells_500_killed_ecology-pop2_10824/data,1,500,Y
9403,100000,8440.74,799.578,10.629000000000001,0,0,108.0,104.226,0,0.0157017,0.0157017,0,3826.29,47.2859,0,7.19358,1019.0,1019.0,737.0,1019.0,794.0,282.0,507.0,737.0,737.0,7.18231,6.519909999999999,7.7420100000000005,4.6794400000000005,11.7065,12.3229,7.9396,10.0198,7.23694,930.0,30450.0,1019.0,3.0,3.0,0.0,0.0,0.0,16.0,15.0,16.0,1019.0,523.0,1019.0,0.0,0.0,3.0,1.4921200000000001,3.0,2.67539,6.72244,10347,test_command_results/1_patches_30_cells_200_killed_ecology-pop8_10347/data,1,200,Y
