,update,merit,gestation,fitness,repro_rate,dep_size,copied_size,executed_size,dep_abundance,prop_birth,breed_true,dep_depth,generation,neutral,label,true_rep_rate,not,nand,and,orn,or,andn,nor,xor,equ,resnot,resand,resor,resnor,resnand,resorn,resandn,resxor,resequ,safe,inst_executed,popsize,genotypecount,thresholdgenotypes,numspecies,numthresholdspecies,numlineages,numbirths,numdeaths,numbreedtrue,numbreedtrue2,numnobirth,numsinglethreaded,nummultithreaded,nummodified,uniquephenotypetask,shannondiv,uniquephenotypecount,avgshannondiv,avgtaskdiv,seed,condition
91,100000,164890.0,1170.21,137.545,0,0,135.721,131.942,0,0.02079,0.0114345,0,3127.26,-23.3793,0,120.383,630.0,896.0,917.0,898.0,884.0,884.0,596.0,275.0,583.0,13.8136,9.50512,9.19489,9.073,9.62381,9.09282,14.2431,30.0821,13.975,930.0,28650.0,962.0,561.0,175.0,0.0,0.0,0.0,20.0,16.0,11.0,619.0,491.0,962.0,0.0,0.0,40.0,2.24487,71.0,2.69185,6.82273,10476,killed-pop4
192,100000,96440200000.0,4402.43,21905800.0,0,0,264.0,258.0,0,0.00729167,0.00729167,0,890.403,3.53513,0,15949300.0,960.0,960.0,0.0,960.0,960.0,960.0,960.0,0.0,960.0,24.2304,24.1936,994.992,23.5837,29.2168,23.2762,29.6025,994.992,29.8054,930.0,28800.0,960.0,1.0,1.0,0.0,0.0,0.0,7.0,7.0,7.0,960.0,489.0,960.0,0.0,0.0,1.0,0.0,1.0,2.80735,7.0,10043,ecology-pop3
293,100000,1287530000000.0,3107.42,396516000.0,0,0,441.724,320.106,0,0.00324675,0.0021645,0,1846.66,-18.0365,0,3.0614e+27,914.0,544.0,599.0,903.0,867.0,856.0,873.0,328.0,519.0,20.3888,47.3557,108.875,18.968,37.0581,40.4999,23.7708,54.904,67.0857,930.0,27690.0,924.0,768.0,110.0,0.0,0.0,0.0,3.0,5.0,2.0,281.0,454.0,924.0,0.0,0.0,38.0,2.80931,146.0,2.62941,6.930510000000001,10632,killed-pop2
394,100000,1051720000.0,2513.75,414047.0,0,0,344.605,318.551,0,0.0136555,0.0136555,0,1683.28,7.213989999999999,0,488426.0,952.0,563.0,339.0,952.0,952.0,613.0,952.0,389.0,563.0,22.3949,68.7348,66.1531,21.5279,21.4794,30.6169,25.6395,31.9633,36.2738,930.0,28500.0,952.0,3.0,3.0,0.0,0.0,0.0,13.0,15.0,13.0,952.0,470.0,952.0,0.0,0.0,3.0,1.54927,3.0,2.69168,6.59177,10422,ecology-pop2
495,100000,51458200000.0,4385.27,11734400.0,0,0,263.0,257.0,0,0.00317125,0.00317125,0,1021.8,23.499,0,9691920.0,946.0,946.0,0.0,946.0,946.0,946.0,946.0,0.0,946.0,21.6725,19.8631,994.992,32.6766,30.9603,31.1486,29.3766,994.992,31.8626,930.0,28380.0,946.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,946.0,467.0,946.0,0.0,0.0,1.0,0.0,2.0,2.80686,7.0,10248,ecology-pop3
596,100000,53497.4,1092.44,48.8703,0,0,127.43,125.375,0,0.00808898,0.00808898,0,2882.6,26.5715,0,34.2134,289.0,989.0,700.0,989.0,989.0,989.0,646.0,343.0,646.0,16.4995,5.9256400000000005,9.36693,5.96075,6.1522,6.00765,8.3944,21.572,8.56147,930.0,29610.0,989.0,3.0,3.0,0.0,0.0,0.0,8.0,10.0,8.0,989.0,479.0,989.0,0.0,0.0,3.0,1.5794700000000002,3.0,2.73036,6.653810000000001,10261,ecology-pop4
697,100000,6411870000.0,2816.54,2292530.0,0,0,269.701,254.67,0,0.003125,0.00104167,0,2279.58,0.790922,0,926534000000.0,711.0,912.0,290.0,930.0,882.0,940.0,615.0,900.0,918.0,37.0943,18.2719,83.1215,21.1336,23.9223,17.4412,31.9304,16.4752,16.2682,930.0,28800.0,960.0,774.0,132.0,0.0,0.0,0.0,3.0,3.0,1.0,284.0,478.0,960.0,0.0,0.0,46.0,2.0945400000000003,164.0,2.82755,7.39375,10095,killed-pop5
798,100000,202281.0,1214.51,165.05900000000003,0,0,244.936,191.582,0,0.015281799999999996,0.00668577,0,3101.55,12.527,0,116.871,544.0,637.0,571.0,616.0,967.0,978.0,672.0,807.0,271.0,13.2233,11.0111,11.8773,11.2948,7.87418,7.752510000000001,10.3663,8.50987,27.0573,9000.0,30960.0,1047.0,727.0,246.0,0.0,0.0,0.0,16.0,15.0,7.0,476.0,230.0,1047.0,0.0,0.0,62.0,3.99984,123.0,2.4127,5.78412,9794,killed-pop10
899,100000,91913.1,1000.22,87.8494,0,0,214.019,201.865,0,0.021148,0.021148,0,3022.03,3.59631,0,63.2568,679.0,993.0,679.0,993.0,679.0,679.0,679.0,993.0,314.0,9.29896,8.00388,9.64418,8.00868,9.7977,9.63439,9.76949,8.15121,48.9431,930.0,29730.0,993.0,2.0,2.0,0.0,0.0,0.0,21.0,21.0,21.0,993.0,503.0,993.0,0.0,0.0,2.0,0.899803,2.0,2.68416,6.73663,10384,ecology-pop10
1000,100000,8.72364e+18,6628.23,1196460000000000.0,0,0,369.391,349.663,0,0.00198216,0.00099108,0,705.3439999999998,23.1412,0,7.13741e+30,920.0,362.0,917.0,572.0,926.0,933.0,926.0,344.0,568.0,45.6452,146.918,52.4175,80.074,53.3197,39.4825,41.1227,151.784,85.8195,9000.0,30210.0,1009.0,865.0,340.0,0.0,0.0,0.0,2.0,7.0,1.0,328.0,233.0,1009.0,0.0,0.0,35.0,1.80223,142.0,2.52559,6.41218,9050,killed-pop3
1101,100000,1.42497e+38,4195.06,7.77485e+33,0,0,317.944,315.242,0,0.0,0.0,0,157.86700000000005,-1.2714,0,1.28743e+34,454.0,124.0,454.0,332.0,453.0,456.0,454.0,124.0,332.0,133.541,994.992,137.912,138.469,133.546,142.475,142.58,994.992,137.69899999999998,9000.0,25770.0,858.0,593.0,278.0,0.0,0.0,0.0,0.0,1.0,0.0,645.0,479.0,858.0,0.0,0.0,5.0,1.4918,81.0,1.48367,3.70979,9045,ecology-pop3
1194,100000,94463.8,1024.8,91.7694,0,0,214.586,198.691,0,0.0151822,0.0151822,0,2804.91,-4.98391,0,69.5037,665.0,664.0,624.0,661.0,977.0,985.0,664.0,972.0,320.0,9.58304,9.25331,9.75704,8.93329,6.73256,7.1592699999999985,9.23901,6.77146,23.7163,9000.0,29220.0,988.0,103.0,99.0,0.0,0.0,0.0,15.0,13.0,15.0,988.0,187.0,988.0,0.0,0.0,13.0,1.46002,15.0,2.65242,6.62398,9986,ecology-pop10
1295,100000,27873.7,1100.97,25.4604,0,0,127.674,125.429,0,0.0231911,0.0231911,0,2875.63,-30.8275,0,18.1406,390.0,1078.0,688.0,1078.0,1078.0,1078.0,751.0,327.0,751.0,15.0908,5.88023,10.0547,6.00472,5.85407,6.18008,7.83795,24.1722,7.71012,930.0,32250.0,1078.0,3.0,3.0,0.0,0.0,0.0,25.0,26.0,25.0,1078.0,533.0,1078.0,0.0,0.0,3.0,1.58133,3.0,2.73985,6.696460000000001,10060,ecology-pop4
1396,100000,3.48629e+48,10743.1,2.13075e+44,0,0,641.446,505.894,0,0.00115075,0.0,0,3101.07,27.0114,0,4.594450000000002e+83,663.0,851.0,356.0,854.0,637.0,841.0,487.0,345.0,486.0,247.471,134.16899999999998,444.739,134.821,248.99,133.629,248.961,437.114,249.311,930.0,26040.0,869.0,817.0,49.0,0.0,0.0,0.0,1.0,1.0,0.0,105.0,421.0,869.0,0.0,0.0,31.0,1.92347,105.0,2.58704,6.35369,10455,killed-pop3
1497,100000,117373000000.0,3488.46,32220400.0,0,0,224.894,218.306,0,0.00831601,0.00831601,0,1294.25,10.1999,0,29926300.0,962.0,962.0,396.0,962.0,962.0,962.0,566.0,396.0,566.0,15.2638,14.2917,51.8667,22.1752,26.4143,21.4475,42.4171,71.8527,47.206,930.0,28860.0,962.0,2.0,2.0,0.0,0.0,0.0,8.0,9.0,8.0,962.0,482.0,962.0,0.0,0.0,2.0,0.977038,2.0,2.80735,7.0,10049,ecology-pop3
1590,100000,3.97502e+27,6842.28,5.51703e+23,0,0,598.262,322.212,0,0.00331858,0.00110619,0,2225.09,-32.507,0,6.5706e+26,888.0,493.0,425.0,871.0,850.0,850.0,848.0,369.0,459.0,76.705,170.575,183.474,85.556,85.4827,78.4929,78.7622,156.109,158.408,930.0,27090.0,904.0,829.0,66.0,0.0,0.0,0.0,3.0,2.0,1.0,164.0,458.0,904.0,0.0,0.0,39.0,2.01768,129.0,2.66565,6.6958,10638,killed-pop2
1691,100000,47271.6,1108.64,42.8461,0,0,127.152,123.949,0,0.0216022,0.0216022,0,2578.33,7.39055,0,36.9554,254.0,816.0,1083.0,715.0,1098.0,1087.0,1034.0,372.0,729.0,26.3148,8.41323,6.46142,12.3776,6.72737,6.2788,7.13532,19.2186,10.8657,9000.0,32640.0,1111.0,108.0,101.0,0.0,0.0,0.0,24.0,23.0,24.0,1111.0,278.0,1111.0,0.0,0.0,22.0,2.56127,30.0,2.68233,6.46465,9864,ecology-pop4
1792,100000,24855.7,1135.54,20.6817,0,0,126.815,122.354,0,0.028861200000000007,0.021840900000000003,0,3268.4,-6.7770600000000005,0,14.0215,322.0,680.0,1060.0,658.0,1130.0,1100.0,1052.0,420.0,658.0,27.4365,13.2766,8.60858,13.1707,8.39757,9.104,9.09976,21.2089,12.9701,9000.0,37530.0,1282.0,638.0,248.0,0.0,0.0,0.0,37.0,41.0,28.0,835.0,385.0,1282.0,0.0,0.0,86.0,4.85957,173.0,2.35891,5.50521,9275,killed-pop4
1884,100000,6.75385e+36,6969.85,5.86799e+32,0,0,684.553,540.572,0,0.0,0.0,0,2060.98,66.8464,0,1.47316e+58,676.0,111.0,663.0,153.0,631.0,662.0,405.0,499.0,486.0,114.204,994.992,121.114,994.989,119.298,122.96,262.749,123.435,123.208,9000.0,25110.0,837.0,785.0,111.0,0.0,0.0,0.0,0.0,2.0,0.0,323.0,338.0,837.0,0.0,0.0,32.0,2.80363,169.0,2.09212,5.1161699999999986,9010,killed-pop1
1985,100000,56142200000.0,4365.44,12860600.0,0,0,264.0,257.0,0,0.00534188,0.00534188,0,919.881,11.3241,0,13229600.0,936.0,936.0,0.0,936.0,936.0,936.0,936.0,0.0,936.0,23.0755,22.8961,994.992,23.1119,33.7157,22.9378,32.4616,994.992,35.1953,930.0,28080.0,936.0,1.0,1.0,0.0,0.0,0.0,5.0,6.0,5.0,936.0,458.0,936.0,0.0,0.0,1.0,0.0,1.0,2.80735,7.0,10242,ecology-pop3
2086,100000,174305.0,1805.43,97.3639,0,0,196.393,188.19,0,0.0153417,0.0125523,0,1711.99,0.536274,0,64.5328,752.0,317.0,1425.0,1350.0,614.0,1350.0,1434.0,1201.0,1201.0,17.0797,53.7143,8.4362,8.66804,23.6893,12.3228,13.2738,12.8401,13.0653,9000.0,42420.0,1434.0,112.0,103.0,0.0,0.0,0.0,22.0,14.0,18.0,1258.0,514.0,1434.0,0.0,0.0,6.0,1.8303,23.0,2.74146,6.72785,9085,ecology-pop5
2187,100000,907925.0,1931.22,420.859,0,0,120.749,116.089,0,0.0100647,0.00575126,0,1336.39,0.811538,0,255.853,663.0,685.0,643.0,1049.0,843.0,868.0,711.0,507.0,932.0,18.2065,54.0953,23.9837,12.1286,36.3424,13.2355,14.9834,35.5097,12.129,9000.0,41370.0,1391.0,707.0,324.0,0.0,0.0,0.0,14.0,12.0,8.0,1128.0,522.0,1391.0,0.0,0.0,52.0,3.4306300000000003,124.0,2.09278,4.95655,11115,killed-pop6
2288,100000,2850390000.0,1590.54,1016930.0,0,0,358.8,327.131,0,0.00309917,0.00309917,0,1045.53,1.47836,0,850421.0,561.0,257.0,561.0,553.0,323.0,561.0,303.0,238.0,323.0,17.453,47.3394,19.3745,20.7047,54.8811,19.4296,36.647,51.1183,35.0138,9000.0,28980.0,968.0,386.0,42.0,0.0,0.0,0.0,3.0,14.0,3.0,968.0,501.0,968.0,0.0,0.0,6.0,1.86336,9.0,1.546,3.76126,9621,ecology-pop2
2389,100000,80986000000.0,4374.88,18511700.0,0,0,263.0,258.0,0,0.0021322,0.0021322,0,853.419,-3.1424,0,15616700.0,938.0,938.0,0.0,938.0,938.0,938.0,938.0,0.0,938.0,26.0538,25.7001,994.992,27.6004,37.5777,27.0261,32.9177,994.992,34.7808,930.0,28110.0,938.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,938.0,455.0,938.0,0.0,0.0,1.0,0.0,1.0,2.8052,7.0,10640,ecology-pop3
2482,100000,6.57074e+29,3773.9,7.34817e+25,0,0,546.78,359.296,0,0.00224215,0.0,0,1794.9,6.713030000000002,0,1.92188e+60,667.0,432.0,630.0,509.0,474.0,647.0,518.0,170.0,441.0,75.2012,639.764,94.3539,106.353,80.9828,85.29700000000003,86.3181,265.71,113.495,9000.0,26730.0,892.0,843.0,139.0,0.0,0.0,0.0,2.0,2.0,0.0,303.0,315.0,892.0,0.0,0.0,46.0,3.3232,224.0,1.92834,5.02806,9431,killed-pop2
2583,100000,1973500.0,1562.06,1289.64,0,0,177.93900000000005,167.90200000000004,0,0.00737619,0.00737619,0,2066.59,-10.0768,0,818.443,489.0,460.0,179.0,949.0,949.0,949.0,949.0,770.0,770.0,18.0,20.5115,47.3382,9.37941,10.7584,7.751819999999999,10.6243,12.6075,12.6744,930.0,28470.0,949.0,3.0,3.0,0.0,0.0,0.0,7.0,10.0,7.0,949.0,460.0,949.0,0.0,0.0,3.0,1.48719,3.0,2.76527,6.81078,10887,ecology-pop5
2684,100000,98924.8,1121.59,83.0905,0,0,127.631,122.62,0,0.016537,0.0126459,0,2982.69,-12.5195,0,58.9538,277.0,629.0,838.0,544.0,847.0,844.0,786.0,289.0,533.0,25.9109,10.3292,7.5910199999999985,13.3835,7.8631199999999986,7.90142,7.71883,17.1044,13.4875,9000.0,30360.0,1028.0,565.0,244.0,0.0,0.0,0.0,17.0,18.0,13.0,662.0,186.0,1028.0,0.0,0.0,82.0,4.7601,170.0,2.31131,5.4184,9878,killed-pop4
2785,100000,72611.4,1140.19,59.7565,0,0,129.024,123.594,0,0.025,0.0166667,0,3004.92,-10.3275,0,49.8502,308.0,621.0,884.0,595.0,929.0,843.0,835.0,305.0,583.0,28.8698,11.2055,8.26484,13.5097,8.1901,8.89291,9.37082,23.3245,12.8991,9000.0,31590.0,1080.0,577.0,231.0,0.0,0.0,0.0,27.0,23.0,18.0,664.0,234.0,1080.0,0.0,0.0,85.0,4.89617,170.0,2.32223,5.45412,9678,killed-pop4
2877,100000,297043000.0,2095.31,140751.0,0,0,293.1790000000001,277.212,0,0.00855615,0.00427807,0,1905.77,-12.2543,0,104430.0,328.0,361.0,218.0,907.0,877.0,907.0,672.0,872.0,880.0,51.1879,43.75100000000001,67.7899,18.2131,18.583,16.2668,24.1651,17.7752,17.1551,930.0,27990.0,935.0,725.0,116.0,0.0,0.0,0.0,8.0,7.0,4.0,345.0,474.0,935.0,0.0,0.0,34.0,2.35088,91.0,2.6291900000000004,6.44004,10892,killed-pop5
2978,100000,6.86863e+33,2870.24,6.09935e+29,0,0,420.55300000000005,407.328,0,0.00112486,0.0,0,278.706,-6.1954,0,6.14343e+29,422.0,376.0,425.0,425.0,425.0,425.0,366.0,95.0,391.0,101.638,101.715,105.193,104.664,104.659,104.664,105.087,994.992,104.77,9000.0,26670.0,889.0,706.0,218.0,0.0,0.0,0.0,1.0,1.0,0.0,629.0,569.0,889.0,0.0,0.0,7.0,1.556,69.0,1.41565,3.76828,9161,ecology-pop9
3079,100000,700044000.0,2552.13,219612.0,0,0,176.808,170.115,0,0.00424448,0.00169779,0,1711.04,17.712,0,154832.0,1030.0,347.0,957.0,863.0,822.0,1005.0,923.0,902.0,903.0,24.6174,47.099,19.1885,23.9229,29.6602,18.6213,23.2412,26.0135,19.4214,9000.0,35190.0,1178.0,747.0,223.0,0.0,0.0,0.0,5.0,10.0,2.0,671.0,355.0,1178.0,0.0,0.0,43.0,2.81054,240.0,2.3636,6.56849,9133,killed-pop7
3234,100000,76518.7,1091.84,70.0909,0,0,126.308,124.0,0,0.0240334,0.0240334,0,2927.5,-5.58702,0,40.6709,331.0,957.0,626.0,957.0,957.0,957.0,701.0,256.0,701.0,22.4899,7.35733,10.2624,7.2386,7.26889,7.48999,9.80384,29.4928,9.5527,930.0,28620.0,957.0,3.0,3.0,0.0,0.0,0.0,23.0,26.0,23.0,957.0,466.0,957.0,0.0,0.0,3.0,1.56868,3.0,2.74796,6.73291,10669,ecology-pop4
3335,100000,502.086,783.827,0.640716,0,0,108.0,103.998,0,0.015,0.015,0,3802.63,-22.7414,0,0.434647,2600.0,1749.0,2101.0,1350.0,2600.0,2600.0,851.0,1749.0,1749.0,3.17277,3.56625,4.92135,3.70781,2.91498,2.08624,5.91689,3.90967,3.08839,9000.0,76920.0,2600.0,4.0,4.0,0.0,0.0,0.0,39.0,56.0,39.0,2600.0,1258.0,2600.0,0.0,0.0,3.0,1.49125,5.0,2.6697900000000003,6.6702,9144,ecology-pop8
3436,100000,32634600000000.0,4283.89,7548030000.0,0,0,259.153,248.905,0,0.00960512,0.00426894,0,1394.37,30.6938,0,3.62519e+20,914.0,913.0,318.0,918.0,911.0,921.0,598.0,312.0,592.0,22.4913,24.8889,87.0036,28.9368,32.4032,26.2647,48.1191,85.3231,50.709,930.0,28080.0,937.0,685.0,158.0,0.0,0.0,0.0,9.0,8.0,4.0,437.0,449.0,937.0,0.0,0.0,24.0,1.33378,111.0,2.6851700000000003,6.82711,10252,killed-pop3
3537,100000,637517.0,2150.73,297.033,0,0,120.826,115.928,0,0.00943396,0.00943396,0,1288.4,-6.10594,0,239.353,749.0,786.0,766.0,1147.0,944.0,970.0,786.0,592.0,1046.0,18.6785,43.0001,22.0511,13.0107,26.8485,12.4006,16.4417,30.8771,12.148,9000.0,40950.0,1378.0,75.0,75.0,0.0,0.0,0.0,13.0,11.0,13.0,1378.0,483.0,1378.0,0.0,0.0,7.0,2.42918,14.0,2.39781,5.6466699999999985,9109,ecology-pop6
3638,100000,1290780.0,2142.23,590.797,0,0,120.937,115.851,0,0.00687023,0.00534351,0,1474.34,-1.80037,0,510.425,586.0,696.0,640.0,1038.0,902.0,915.0,712.0,506.0,888.0,22.7493,37.9763,18.5711,14.3903,26.2863,15.9748,18.4891,33.7173,18.6424,9000.0,39030.0,1310.0,507.0,205.0,0.0,0.0,0.0,9.0,15.0,7.0,971.0,418.0,1310.0,0.0,0.0,66.0,3.99863,174.0,2.23005,5.25251,9116,killed-pop6
3739,100000,1.3373700000000002e+58,4599.36,1.04392e+54,0,0,449.1,350.465,0,0.00117509,0.0,0,1627.52,-16.9586,0,3.8980900000000004e+55,530.0,352.0,533.0,526.0,529.0,532.0,379.0,409.0,501.0,183.517,169.543,168.231,168.18900000000005,168.024,168.83599999999996,801.9069999999998,169.497,169.49400000000003,9000.0,25530.0,851.0,803.0,105.0,0.0,0.0,0.0,1.0,1.0,0.0,450.0,428.0,851.0,0.0,0.0,24.0,2.74096,101.0,1.82089,5.0423,9174,killed-pop9
3840,100000,2.67574e+42,15610.7,1.65028e+38,0,0,830.9630000000002,513.88,0,0.0,0.0,0,2036.02,6.81951,0,-5.31916e+54,779.0,575.0,0.0,842.0,845.0,284.0,386.0,556.0,462.0,126.859,235.772,994.992,132.714,132.493,267.594,258.11400000000003,230.814,233.46,930.0,26610.0,886.0,830.0,35.0,0.0,0.0,0.0,0.0,1.0,0.0,128.0,443.0,886.0,0.0,0.0,22.0,1.7868,59.0,2.35619,5.33747,10617,killed-pop1
3941,100000,11607700.0,2597.63,4465.58,0,0,177.003,171.63,0,0.010293,0.010293,0,1082.53,3.81436,0,3303.79,1239.0,348.0,1260.0,1253.0,565.0,1260.0,1260.0,1260.0,1260.0,18.3482,37.6109,20.0914,20.0911,29.6386,13.7897,17.8188,17.5908,16.4132,9000.0,37590.0,1263.0,67.0,64.0,0.0,0.0,0.0,13.0,8.0,13.0,1263.0,419.0,1263.0,0.0,0.0,6.0,1.57421,14.0,2.80574,7.683619999999999,9126,ecology-pop7
4033,100000,55436800.0,2496.88,19931.3,0,0,176.68099999999995,169.21599999999995,0,0.0063745,0.00318725,0,1528.95,14.4171,0,19151.7,1187.0,345.0,1058.0,979.0,726.0,1169.0,1050.0,996.0,983.0,18.3116,49.0962,19.5887,17.6922,27.1633,14.1888,19.7736,21.7775,17.8267,9000.0,37410.0,1255.0,770.0,241.0,0.0,0.0,0.0,8.0,11.0,4.0,667.0,366.0,1255.0,0.0,0.0,48.0,3.10488,256.0,2.45058,6.76125,9139,killed-pop7
4134,100000,432863000.0,3662.46,118166.0,0,0,825.0,780.534,0,0.0085197,0.0085197,0,1101.5,14.1271,0,95709.0,939.0,939.0,0.0,939.0,939.0,0.0,0.0,939.0,939.0,19.8765,20.5895,994.992,20.6096,20.862,994.992,994.992,21.0225,21.0067,930.0,28110.0,939.0,1.0,1.0,0.0,0.0,0.0,8.0,6.0,8.0,939.0,459.0,939.0,0.0,0.0,1.0,0.0,1.0,2.58496,6.0,10407,ecology-pop1
4235,100000,511.799,716.69,0.6829810000000001,0,0,109.029,101.73,0,0.0174216,0.010453,0,5124.35,-3.80323,0,0.469647,2367.0,2063.0,2129.0,2500.0,2487.0,2797.0,862.0,1642.0,1995.0,3.46286,2.6842200000000003,3.96463,3.3531699999999995,2.97859,2.3547700000000003,5.9806300000000014,3.29825,2.71616,9000.0,84870.0,2870.0,1341.0,309.0,0.0,0.0,0.0,50.0,63.0,30.0,1896.0,1394.0,2870.0,0.0,0.0,88.0,3.51104,426.0,2.56696,6.5628600000000015,9151,killed-pop8
4336,100000,201175000000000.0,4669.28,42722100000.0,0,0,260.921,249.086,0,0.0021254,0.0,0,1098.47,42.3749,0,1.44296e+17,917.0,711.0,520.0,923.0,839.0,917.0,901.0,443.0,459.0,35.1949,60.7638,47.6852,35.1865,35.0215,34.5216,34.5916,58.9565,65.2601,930.0,28230.0,941.0,691.0,151.0,0.0,0.0,0.0,2.0,3.0,0.0,428.0,438.0,941.0,0.0,0.0,29.0,2.26499,110.0,2.74802,7.04574,10258,killed-pop3
4437,100000,56052.3,1102.12,51.541,0,0,127.942,125.928,0,0.0391753,0.0391753,0,2860.76,22.8858,0,44.5579,321.0,970.0,649.0,970.0,970.0,970.0,635.0,335.0,635.0,37.5593,9.47661,11.913,9.27107,9.85257,9.56909,17.5901,22.2547,17.1566,930.0,28860.0,970.0,3.0,3.0,0.0,0.0,0.0,38.0,31.0,38.0,970.0,462.0,970.0,0.0,0.0,3.0,1.58449,3.0,2.7307,6.655310000000001,10663,ecology-pop4
4538,100000,680306.0,2133.76,315.019,0,0,120.423,115.685,0,0.0108069,0.0108069,0,1280.0,10.6581,0,235.501,638.0,681.0,832.0,1188.0,870.0,893.0,681.0,707.0,1074.0,18.7045,28.1647,20.0968,14.8036,20.261,14.52,17.9109,34.5313,18.3717,9000.0,41250.0,1388.0,73.0,73.0,0.0,0.0,0.0,15.0,17.0,15.0,1388.0,493.0,1388.0,0.0,0.0,7.0,2.41722,18.0,2.35335,5.44865,9103,ecology-pop6
4639,100000,10399500.0,2324.69,4164.29,0,0,205.169,189.185,0,0.00625489,0.00312744,0,1953.86,-0.0673544,0,3522.26,772.0,957.0,1168.0,1159.0,610.0,1223.0,1209.0,1138.0,1135.0,20.4021,16.4569,13.4833,13.3772,22.1746,11.1377,11.3606,12.0528,12.1706,9000.0,38130.0,1279.0,902.0,236.0,0.0,0.0,0.0,8.0,13.0,4.0,379.0,379.0,1279.0,0.0,0.0,67.0,3.51942,218.0,2.79481,7.31912,9090,killed-pop5
4740,100000,114980.0,1114.84,101.266,0,0,137.329,132.935,0,0.0190763,0.013052200000000002,0,3252.4,47.3114,0,71.6158,389.0,919.0,805.0,692.0,922.0,918.0,614.0,293.0,600.0,18.0206,7.37838,8.41542,9.68709,7.2968199999999985,7.413489999999999,11.2273,21.5263,11.3426,930.0,29790.0,996.0,582.0,178.0,0.0,0.0,0.0,19.0,18.0,13.0,609.0,516.0,996.0,0.0,0.0,50.0,3.16632,80.0,2.55266,6.17606,10271,killed-pop4
4841,100000,72789.3,1153.12,59.0274,0,0,127.332,122.733,0,0.0249307,0.0175439,0,3067.37,2.0991,0,51.2434,281.0,679.0,918.0,594.0,957.0,852.0,833.0,315.0,558.0,31.2332,12.3622,9.2432,14.3164,9.25045,10.3065,9.65361,22.9251,14.8243,9000.0,31710.0,1083.0,566.0,241.0,0.0,0.0,0.0,27.0,19.0,19.0,703.0,247.0,1083.0,0.0,0.0,80.0,4.8095,163.0,2.34599,5.51455,9672,killed-pop4
4942,100000,81927.0,1112.41,68.9191,0,0,127.375,122.675,0,0.0255924,0.0161137,0,3082.26,11.352,0,51.8109,222.0,691.0,868.0,506.0,902.0,904.0,813.0,363.0,501.0,31.3375,10.5751,8.40418,11.9781,8.7672,7.81303,8.72841,25.742,11.9307,9000.0,30870.0,1055.0,555.0,237.0,0.0,0.0,0.0,27.0,21.0,17.0,695.0,224.0,1055.0,0.0,0.0,84.0,4.5594800000000015,161.0,2.33056,5.45507,9872,killed-pop4
5043,100000,27520000000.0,2775.25,9670230.0,0,0,318.958,301.021,0,0.0107066,0.00107066,0,2088.2,108.107,0,5016050.0,915.0,871.0,894.0,911.0,874.0,910.0,884.0,868.0,875.0,21.2225,19.8014,20.3875,19.2785,21.093000000000004,20.5673,21.0217,20.0661,20.3042,930.0,27930.0,934.0,744.0,132.0,0.0,0.0,0.0,10.0,9.0,1.0,332.0,467.0,934.0,0.0,0.0,32.0,0.991448,71.0,3.04409,8.56652,10898,killed-pop5
5144,100000,540921000.0,2590.48,199687.0,0,0,510.485,483.941,0,0.00736067,0.00736067,0,1659.77,-4.91138,0,-288362000000000.0,951.0,951.0,416.0,951.0,951.0,416.0,416.0,535.0,535.0,18.4183,24.0987,67.6135,18.1909,17.9502,38.4561,37.1653,36.841,35.6206,930.0,28530.0,951.0,2.0,2.0,0.0,0.0,0.0,7.0,7.0,7.0,951.0,462.0,951.0,0.0,0.0,2.0,0.988676,2.0,2.66343,6.43743,10204,ecology-pop1
5245,100000,204175.0,1018.65,208.215,0,0,208.872,197.568,0,0.0336134,0.0178571,0,3326.8,99.4885,0,152.84799999999996,644.0,941.0,652.0,928.0,607.0,648.0,616.0,888.0,272.0,14.5794,8.230310000000001,14.0535,8.343060000000001,14.6436,14.0102,14.4305,8.49127,20.2157,930.0,28350.0,952.0,646.0,160.0,0.0,0.0,0.0,32.0,27.0,17.0,475.0,497.0,952.0,0.0,0.0,30.0,1.75187,56.0,2.60925,6.50526,10991,killed-pop10
5346,100000,55936800000000.0,3556.63,15667100000.0,0,0,514.361,339.001,0,0.00431034,0.00107759,0,1841.26,24.2518,0,-4567090000.0,925.0,505.0,615.0,905.0,885.0,822.0,886.0,377.0,486.0,28.674,60.7648,79.2837,32.6859,29.1799,46.1775,30.3143,72.816,58.8115,930.0,27870.0,928.0,834.0,83.0,0.0,0.0,0.0,4.0,5.0,1.0,186.0,452.0,928.0,0.0,0.0,35.0,2.81869,163.0,2.6276200000000003,6.90302,10231,killed-pop2
5447,100000,8396920000.0,2690.34,2646140.0,0,0,429.577,297.928,0,0.00810811,0.0,0,1385.83,2.50906,0,10881700.0,1012.0,649.0,946.0,888.0,521.0,984.0,706.0,425.0,484.0,17.5717,39.5196,19.1926,21.7299,49.3602,23.099,32.4776,86.2858,33.8994,9000.0,33060.0,1110.0,1015.0,199.0,0.0,0.0,0.0,9.0,6.0,0.0,250.0,352.0,1110.0,0.0,0.0,49.0,3.53556,310.0,2.32977,5.95566,9030,killed-pop2
