,update,merit,gestation,fitness,repro_rate,dep_size,copied_size,executed_size,dep_abundance,prop_birth,breed_true,dep_depth,generation,neutral,label,true_rep_rate,not,nand,and,orn,or,andn,nor,xor,equ,resnot,resand,resor,resnor,resnand,resorn,resandn,resxor,resequ,safe,inst_executed,popsize,genotypecount,thresholdgenotypes,numspecies,numthresholdspecies,numlineages,numbirths,numdeaths,numbreedtrue,numbreedtrue2,numnobirth,numsinglethreaded,nummultithreaded,nummodified,uniquephenotypetask,shannondiv,uniquephenotypecount,avgshannondiv,avgtaskdiv,seed,condition
109085,100000,6.93409e+38,11915.1,4.29529e+34,0,0,739.187,691.8689999999998,0,0.00111359,0.00111359,0,1427.31,6.4123199999999985,0,1.0290600000000003e+79,814.0,84.0,803.0,121.0,776.0,801.0,543.0,671.0,666.0,149.99,994.829,154.37,992.786,150.27700000000004,154.881,774.367,154.881,154.89700000000005,9000.0,26940.0,898.0,845.0,118.0,0.0,0.0,0.0,1.0,2.0,1.0,252.0,214.0,898.0,0.0,0.0,30.0,2.40271,93.0,2.32866,5.87737,9016,killed-pop1
109186,100000,73640200000.0,4365.43,16868900.0,0,0,264.0,257.0,0,0.00319149,0.00319149,0,980.304,-15.8158,0,13561800.0,940.0,940.0,0.0,940.0,940.0,940.0,940.0,0.0,940.0,23.9048,24.1669,994.992,22.2605,34.6334,21.9911,32.4471,994.992,35.5167,930.0,28200.0,940.0,1.0,1.0,0.0,0.0,0.0,3.0,4.0,3.0,940.0,436.0,940.0,0.0,0.0,1.0,0.0,1.0,2.80735,7.0,10244,ecology-pop3
109279,100000,17299.1,1123.2,14.8595,0,0,126.975,120.296,0,0.0241875,0.015872999999999998,0,3282.92,4.21725,0,12.6456,323.0,832.0,1140.0,720.0,1174.0,1135.0,1103.0,429.0,720.0,21.2241,10.0279,6.51474,10.2712,6.96471,6.7427800000000016,6.45539,16.6823,10.8039,9000.0,38880.0,1323.0,593.0,244.0,0.0,0.0,0.0,32.0,24.0,21.0,916.0,438.0,1323.0,0.0,0.0,75.0,4.46584,149.0,2.43378,5.72546,9273,killed-pop4
109380,100000,229479.0,1255.94,189.426,0,0,243.93400000000003,190.268,0,0.0202899,0.0125604,0,2999.84,0.33357,0,148.477,616.0,664.0,561.0,607.0,876.0,952.0,686.0,827.0,272.0,13.537,11.8451,12.2233,12.2534,8.74664,8.36518,11.6921,8.8146,27.4403,9000.0,30570.0,1035.0,704.0,253.0,0.0,0.0,0.0,21.0,23.0,13.0,499.0,224.0,1035.0,0.0,0.0,59.0,3.98841,132.0,2.41348,5.85152,9798,killed-pop10
109481,100000,291224000.0,2230.02,129544.0,0,0,278.998,264.353,0,0.019368,0.00713558,0,1914.21,71.2704,0,114120.0,503.0,439.0,946.0,948.0,902.0,950.0,905.0,921.0,921.0,28.8906,40.7206,17.9946,19.8147,16.6448,18.0686,16.3419,18.9238,18.7028,930.0,29280.0,981.0,772.0,120.0,0.0,0.0,0.0,19.0,16.0,7.0,309.0,514.0,981.0,0.0,0.0,39.0,1.99588,131.0,2.86875,7.5781399999999985,10099,killed-pop5
109582,100000,19587.9,1096.91,18.0,0,0,127.123,124.708,0,0.0181488,0.0181488,0,2868.12,31.6713,0,17.0732,322.0,1102.0,780.0,1102.0,1102.0,1102.0,795.0,307.0,795.0,30.4643,8.70991,11.8407,8.59864,8.68608,8.755189999999999,14.8059,20.2778,14.8181,930.0,32970.0,1102.0,3.0,3.0,0.0,0.0,0.0,20.0,22.0,20.0,1102.0,546.0,1102.0,0.0,0.0,3.0,1.55548,3.0,2.74532,6.7210600000000005,10066,ecology-pop4
109674,100000,1.14178e+63,13899.4,6.511450000000002e+58,0,0,803.6410000000002,459.829,0,0.0,0.0,0,2641.53,5.82592,0,2.12083e+58,815.0,804.0,322.0,788.0,532.0,783.0,701.0,330.0,446.0,233.105,230.797,994.992,230.581,233.061,232.605,230.647,228.125,994.992,930.0,24990.0,832.0,827.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,415.0,832.0,0.0,0.0,23.0,2.40346,84.0,2.66264,6.63582,10453,killed-pop3
109775,100000,1.41975e+38,2937.86,7.74635e+33,0,0,253.554,250.926,0,0.0011534000000000002,0.0,0,127.659,2.1451,0,4.00668e+33,434.0,120.0,436.0,319.0,434.0,439.0,436.0,120.0,319.0,129.766,994.992,132.542,132.653,129.769,135.001,135.03,994.992,132.33100000000002,9000.0,26010.0,867.0,626.0,265.0,0.0,0.0,0.0,1.0,1.0,0.0,720.0,506.0,867.0,0.0,0.0,6.0,1.50014,83.0,1.41074,3.52595,9043,ecology-pop3
109868,100000,113462.0,1022.72,112.622,0,0,217.011,204.516,0,0.0151822,0.0151822,0,3018.73,59.8194,0,64.3816,713.0,988.0,713.0,988.0,713.0,713.0,713.0,988.0,275.0,8.80522,6.04289,8.38931,6.4714,8.693589999999999,8.27121,8.576830000000001,6.51819,22.5522,930.0,29580.0,988.0,2.0,2.0,0.0,0.0,0.0,15.0,19.0,15.0,988.0,487.0,988.0,0.0,0.0,2.0,0.851311,2.0,2.72301,6.892060000000002,10388,ecology-pop10
109969,100000,87799.0,1037.39,83.7041,0,0,216.318,199.71,0,0.0244969,0.0244969,0,2798.95,-5.39116,0,67.0286,776.0,793.0,754.0,793.0,1115.0,1141.0,788.0,1123.0,346.0,11.7269,10.6659,14.7383,15.1442,7.65021,8.28055,10.7189,8.36239,24.7259,9000.0,33540.0,1143.0,104.0,100.0,0.0,0.0,0.0,28.0,36.0,28.0,1143.0,315.0,1143.0,0.0,0.0,12.0,1.47934,13.0,2.6635,6.65045,9980,ecology-pop10
110063,100000,162378.0,1215.91,138.056,0,0,237.705,186.843,0,0.0124521,0.00478927,0,3068.03,-7.659160000000001,0,96.7141,563.0,594.0,565.0,588.0,934.0,984.0,655.0,791.0,293.0,12.856,10.9504,10.6804,9.93376,7.99344,8.00423,10.5812,8.43597,29.1647,9000.0,30930.0,1044.0,713.0,273.0,0.0,0.0,0.0,13.0,15.0,5.0,491.0,234.0,1044.0,0.0,0.0,72.0,4.22926,141.0,2.38632,5.69776,9792,killed-pop10
110155,100000,23361900.0,1859.39,12650.6,0,0,237.323,223.667,0,0.00778968,0.00292113,0,2028.08,39.6912,0,8746.66,588.0,547.0,208.0,992.0,948.0,997.0,742.0,948.0,958.0,28.959,30.7996,37.179,14.6375,15.7188,11.3028,24.8641,14.0445,13.9451,930.0,30780.0,1027.0,680.0,143.0,0.0,0.0,0.0,8.0,9.0,3.0,513.0,546.0,1027.0,0.0,0.0,41.0,2.68954,87.0,2.66107,6.744389999999999,10093,killed-pop5
110256,100000,52374.3,1102.43,48.19600000000001,0,0,128.917,126.851,0,0.0243408,0.0243408,0,2846.65,-29.7293,0,33.867,278.0,986.0,708.0,986.0,986.0,986.0,643.0,343.0,643.0,28.6385,8.86024,12.6695,8.55852,8.87008,8.95312,17.0231,19.2076,16.2618,930.0,29490.0,986.0,3.0,3.0,0.0,0.0,0.0,24.0,25.0,24.0,986.0,485.0,986.0,0.0,0.0,3.0,1.57581,3.0,2.72968,6.650710000000001,10267,ecology-pop4
110357,100000,3.5299200000000007e+61,14615.2,2.49729e+57,0,0,833.053,546.566,0,0.00123001,0.0,0,1565.2,-23.2832,0,1.01136e+63,778.0,747.0,765.0,780.0,755.0,773.0,737.0,751.0,739.0,187.546,558.179,401.652,188.233,205.562,186.644,185.944,435.536,188.272,930.0,24390.0,813.0,809.0,16.0,0.0,0.0,0.0,1.0,1.0,0.0,21.0,414.0,813.0,0.0,0.0,24.0,1.19068,444.0,2.8764,8.39483,10459,killed-pop3
110458,100000,3.34895e+28,5873.24,3.29996e+24,0,0,357.766,322.182,0,0.00520291,0.0,0,1156.61,-37.6046,0,7.10098e+62,685.0,484.0,669.0,626.0,682.0,681.0,684.0,483.0,617.0,76.1444,85.64399999999998,80.6353,63.8301,129.705,75.7219,64.8062,93.8803,72.8427,9000.0,28710.0,961.0,840.0,214.0,0.0,0.0,0.0,5.0,4.0,0.0,526.0,400.0,961.0,0.0,0.0,25.0,2.04319,277.0,2.1155,5.82881,9056,killed-pop3
110559,100000,122640.0,1070.25,118.476,0,0,216.635,212.591,0,0.0181452,0.0181452,0,2949.59,29.0127,0,78.4829,733.0,992.0,733.0,992.0,733.0,733.0,733.0,992.0,259.0,12.2396,7.64744,11.879,7.94258,13.4029,11.8701,13.7787,7.754580000000002,21.5367,930.0,29700.0,992.0,2.0,2.0,0.0,0.0,0.0,18.0,21.0,18.0,992.0,513.0,992.0,0.0,0.0,2.0,0.828849,2.0,2.7386,6.95441,10382,ecology-pop10
110660,100000,46305.3,1110.07,41.4723,0,0,127.128,124.16,0,0.031894900000000004,0.031894900000000004,0,2579.03,0.127166,0,37.4402,277.0,746.0,1066.0,656.0,1051.0,1055.0,992.0,394.0,667.0,24.2202,11.0597,8.00818,13.509,8.1137,7.6641,8.28956,20.7551,12.6809,9000.0,31140.0,1066.0,98.0,97.0,0.0,0.0,0.0,34.0,27.0,34.0,1066.0,250.0,1066.0,0.0,0.0,16.0,2.46207,21.0,2.68843,6.4756,9868,ecology-pop4
110753,100000,783427000.0,2448.08,317896.0,0,0,338.417,309.076,0,0.0105263,0.0105263,0,1786.68,-26.8921,0,351768.0,950.0,522.0,522.0,950.0,950.0,428.0,950.0,428.0,522.0,17.5429,92.6645,46.8719,17.7598,18.7256,32.1751,18.4413,33.5047,47.5227,930.0,28470.0,950.0,2.0,2.0,0.0,0.0,0.0,10.0,9.0,10.0,950.0,457.0,950.0,0.0,0.0,2.0,0.992926,2.0,2.68256,6.54947,10424,ecology-pop2
110845,100000,91315.3,1059.8,82.7242,0,0,138.612,132.974,0,0.0187696,0.0114703,0,3257.01,-43.4999,0,68.1492,336.0,877.0,745.0,754.0,879.0,893.0,566.0,293.0,556.0,21.8177,7.34962,8.70001,8.481010000000001,7.60323,7.1216300000000015,10.4067,23.3094,10.5937,930.0,28620.0,959.0,511.0,162.0,0.0,0.0,0.0,18.0,14.0,11.0,636.0,475.0,959.0,0.0,0.0,46.0,2.98495,79.0,2.53131,6.15136,10470,killed-pop4
110937,100000,4.3464e+38,14854.0,2.51353e+34,0,0,880.068,874.57,0,0.001221,0.0,0,1081.96,49.458,0,2.613e+34,819.0,819.0,0.0,819.0,819.0,819.0,819.0,0.0,819.0,130.71,130.714,994.992,137.249,134.208,137.28799999999998,134.515,994.992,134.036,930.0,24570.0,819.0,230.0,230.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,408.0,819.0,0.0,0.0,1.0,0.0,1.0,2.80735,7.0,10045,ecology-pop3
111038,100000,25456.2,1145.07,21.0837,0,0,127.578,122.98,0,0.0165746,0.00868193,0,3188.83,-21.501,0,14.5986,307.0,788.0,1069.0,675.0,1134.0,1105.0,1024.0,429.0,644.0,21.6197,9.46746,6.71485,9.5873,6.5838899999999985,6.9049,7.16107,18.7008,9.79637,9000.0,37470.0,1267.0,633.0,254.0,0.0,0.0,0.0,21.0,29.0,11.0,814.0,383.0,1267.0,0.0,0.0,81.0,4.42724,176.0,2.39555,5.6527,9279,killed-pop4
111139,100000,23589100.0,1995.24,10791.1,0,0,120.573,116.024,0,0.0183486,0.010193700000000002,0,1433.07,0.293466,0,9713.02,428.0,435.0,450.0,740.0,585.0,617.0,447.0,401.0,670.0,24.1693,55.4164,28.2866,19.0767,31.4823,18.9466,21.1394,53.7242,21.0078,9000.0,28920.0,981.0,415.0,180.0,0.0,0.0,0.0,18.0,6.0,10.0,753.0,215.0,981.0,0.0,0.0,53.0,3.58456,134.0,2.08262,4.86373,9718,killed-pop6
111232,100000,8.47899e+34,9386.1,5.49185e+30,0,0,681.181,453.029,0,0.0,0.0,0,1591.48,21.8076,0,1.7652500000000004e+93,676.0,93.0,669.0,125.0,640.0,661.0,102.0,527.0,523.0,138.086,994.984,138.38299999999998,994.959,134.916,138.365,994.992,138.22899999999998,138.273,9000.0,26640.0,888.0,850.0,133.0,0.0,0.0,0.0,0.0,1.0,0.0,430.0,266.0,888.0,0.0,0.0,22.0,1.97055,64.0,1.93567,4.52086,11016,killed-pop1
111333,100000,33021000.0,1913.04,15121.8,0,0,120.247,115.917,0,0.013278899999999998,0.0102145,0,1448.23,4.50735,0,11940.5,369.0,356.0,461.0,691.0,492.0,552.0,367.0,448.0,639.0,29.2653,60.8233,32.2674,18.366,33.0512,19.9759,25.001,43.0926,20.171,9000.0,29010.0,979.0,431.0,196.0,0.0,0.0,0.0,13.0,18.0,10.0,768.0,248.0,979.0,0.0,0.0,56.0,3.731030000000001,129.0,1.94854,4.45426,9918,killed-pop6
111416,100000,6251.57,748.8960000000002,7.7533699999999985,0,0,108.332,102.919,0,0.0443038,0.0316456,0,5769.61,2.82947,0,5.60079,524.0,603.0,521.0,606.0,807.0,911.0,380.0,592.0,622.0,23.569000000000006,7.6162100000000015,15.0976,9.55202,10.4836,10.0164,16.1801,11.9618,8.96493,9000.0,31860.0,1106.0,522.0,220.0,0.0,0.0,0.0,49.0,32.0,35.0,766.0,261.0,1106.0,0.0,0.0,86.0,5.44963,358.0,2.14423,5.00649,9955,killed-pop8
111517,100000,1.05302e+36,7384.17,6.5739e+31,0,0,443.61800000000005,301.786,0,0.0,0.0,0,1153.66,5.95851,0,3.229090000000001e+80,603.0,211.0,583.0,575.0,722.0,724.0,725.0,203.0,510.0,141.81,956.569,123.962,123.488,106.669,110.658,110.707,994.762,124.883,9000.0,26910.0,897.0,797.0,220.0,0.0,0.0,0.0,0.0,1.0,0.0,312.0,264.0,897.0,0.0,0.0,25.0,2.0258700000000003,110.0,2.17743,5.41183,9259,killed-pop3
111618,100000,4987.62,761.847,6.00395,0,0,115.262,103.867,0,0.0242845,0.0173461,0,7204.9,1.7282099999999998,0,4.42251,714.0,784.0,691.0,676.0,986.0,1015.0,692.0,706.0,774.0,11.4804,6.1216800000000005,11.1371,10.0057,9.40762,8.41442,10.941,6.13048,6.12021,9000.0,33900.0,1153.0,538.0,213.0,0.0,0.0,0.0,28.0,32.0,20.0,775.0,310.0,1153.0,0.0,0.0,102.0,5.41993,349.0,2.3727,6.06572,9755,killed-pop8
111719,100000,2.93287e+18,3119.32,466139000000000.0,0,0,352.358,303.656,0,0.00328228,0.0,0,948.437,4.50021,0,3.9676e+42,454.0,448.0,454.0,452.0,461.0,452.0,436.0,271.0,447.0,50.1098,48.6362,46.8651,46.5376,36.828,40.1469,48.3125,44.6764,44.4751,9000.0,27330.0,914.0,822.0,143.0,0.0,0.0,0.0,3.0,5.0,0.0,538.0,514.0,914.0,0.0,0.0,24.0,1.94972,112.0,1.52983,4.213419999999998,9770,killed-pop9
111820,100000,9.75625e+50,3274.4,7.264730000000002e+46,0,0,472.752,429.582,0,0.0011236,0.0,0,1293.09,-2.37332,0,-1.0478900000000001e+88,233.0,194.0,232.0,229.0,228.0,230.0,181.0,64.0,223.0,111.464,216.58,111.757,112.242,112.159,112.202,223.519,314.693,110.662,9000.0,26670.0,890.0,843.0,67.0,0.0,0.0,0.0,1.0,2.0,0.0,664.0,680.0,890.0,0.0,0.0,15.0,1.26615,23.0,0.759609,2.02365,9970,killed-pop9
111921,100000,753193000.0,2231.57,332505.0,0,0,239.798,206.806,0,0.0118919,0.00540541,0,3147.52,-43.0596,0,202081.0,898.0,911.0,905.0,911.0,866.0,907.0,860.0,874.0,860.0,19.6888,19.3208,19.1183,19.3221,20.2937,19.2388,20.9705,20.1741,23.0902,930.0,27720.0,925.0,624.0,148.0,0.0,0.0,0.0,11.0,12.0,5.0,459.0,474.0,925.0,0.0,0.0,26.0,1.2969700000000002,79.0,3.08534,8.63922,10796,killed-pop10
112022,100000,3.39227e+38,9396.92,2.11251e+34,0,0,739.461,652.011,0,0.00113379,0.0,0,1158.36,-22.6294,0,3.9395100000000015e+90,652.0,30.0,638.0,60.0,604.0,626.0,43.0,546.0,543.0,160.925,994.991,161.003,994.744,163.937,164.042,964.801,164.082,164.102,9000.0,26460.0,882.0,854.0,77.0,0.0,0.0,0.0,1.0,2.0,0.0,303.0,329.0,882.0,0.0,0.0,26.0,1.95397,80.0,1.82614,4.24064,9213,killed-pop1
112123,100000,84879.4,1017.74,86.9653,0,0,216.394,203.969,0,0.0407332,0.0407332,0,3032.28,-3.14797,0,72.6467,701.0,982.0,701.0,982.0,701.0,701.0,701.0,982.0,281.0,12.9996,8.05828,13.2367,7.928439999999998,12.6623,13.2126,12.822,8.009310000000001,20.2134,930.0,29340.0,982.0,2.0,2.0,0.0,0.0,0.0,40.0,40.0,40.0,982.0,479.0,982.0,0.0,0.0,2.0,0.861182,2.0,2.71575,6.862989999999999,10589,ecology-pop10
112224,100000,1806.87,1075.8,1.6846,0,0,126.977,124.9,0,0.0156695,0.0156695,0,2800.95,22.1815,0,1.06765,636.0,1470.0,2106.0,1451.0,2106.0,2106.0,2106.0,655.0,1451.0,10.9557,4.57457,3.29495,4.81697,3.25816,3.10556,3.12823,9.28218,4.8533800000000005,9000.0,62340.0,2106.0,7.0,7.0,0.0,0.0,0.0,33.0,39.0,33.0,2106.0,944.0,2106.0,0.0,0.0,3.0,1.57553,3.0,2.73813,6.68871,9069,ecology-pop4
112319,100000,2434.23,1052.97,2.2377,0,0,131.957,126.478,0,0.0255262,0.015674,0,3395.77,13.5607,0,1.5554,751.0,1607.0,2003.0,1293.0,2095.0,1737.0,1998.0,691.0,1288.0,9.88011,3.92216,3.40765,5.97666,3.31795,3.91956,3.46571,9.05655,5.56199,9000.0,65490.0,2233.0,1072.0,316.0,0.0,0.0,0.0,57.0,33.0,35.0,1472.0,1003.0,2233.0,0.0,0.0,73.0,3.66924,159.0,2.51118,6.02764,9076,killed-pop4
112420,100000,5.75836e+48,18690.3,2.9325e+44,0,0,1012.02,549.633,0,0.00111235,0.0,0,2200.03,26.7633,0,-2.7607e+67,861.0,603.0,841.0,851.0,603.0,839.0,855.0,579.0,251.0,117.009,242.416,181.795,125.524,193.952,137.501,134.02100000000002,228.081,287.216,930.0,26970.0,899.0,869.0,22.0,0.0,0.0,0.0,1.0,1.0,0.0,73.0,433.0,899.0,0.0,0.0,21.0,1.47949,215.0,2.70254,6.98888,10053,killed-pop3
112521,100000,114726000.0,1953.08,58238.5,0,0,248.825,235.697,0,0.00742312,0.00212089,0,1999.8,-58.8076,0,34294.4,519.0,477.0,887.0,902.0,865.0,926.0,881.0,880.0,894.0,26.995,25.5259,15.5714,12.882,15.518,10.5033,15.6268,13.806,13.6586,930.0,28290.0,943.0,680.0,156.0,0.0,0.0,0.0,7.0,8.0,2.0,458.0,477.0,943.0,0.0,0.0,40.0,2.1446400000000003,118.0,2.85734,7.6677300000000015,10499,killed-pop5
112622,100000,4.07498e+24,3302.81,5.25077e+20,0,0,271.65,223.591,0,0.00439078,0.00329308,0,2339.4,-21.1913,0,-3.06959e+25,437.0,424.0,756.0,740.0,389.0,789.0,763.0,727.0,738.0,96.2018,65.5248,65.7089,65.6425,170.68400000000003,64.8295,65.5998,65.8344,65.8812,9000.0,27240.0,911.0,740.0,201.0,0.0,0.0,0.0,4.0,2.0,3.0,264.0,136.0,911.0,0.0,0.0,73.0,3.97279,172.0,2.50204,6.32418,9694,killed-pop5
112723,100000,6758180.0,1661.26,3648.09,0,0,178.68599999999995,163.02,0,0.0148662,0.00693756,0,1715.37,-3.411,0,3598.99,486.0,215.0,818.0,794.0,377.0,856.0,860.0,720.0,739.0,26.3417,64.9081,13.486,14.3999,29.495,13.931,11.5601,14.8551,14.7855,9000.0,29820.0,1009.0,715.0,213.0,0.0,0.0,0.0,15.0,12.0,7.0,412.0,191.0,1009.0,0.0,0.0,71.0,3.78089,222.0,2.39806,5.80843,9894,killed-pop5
112824,100000,9814000000.0,2279.15,3044600.0,0,0,474.348,446.024,0,0.00735294,0.00735294,0,985.245,5.57066,0,-1.576e+66,722.0,381.0,738.0,381.0,738.0,738.0,381.0,357.0,357.0,15.048,61.7538,16.3773,44.9098,17.9661,16.1908,45.9978,28.4077,28.1824,9000.0,28350.0,952.0,229.0,60.0,0.0,0.0,0.0,7.0,4.0,7.0,952.0,316.0,952.0,0.0,0.0,4.0,1.6450900000000002,13.0,2.08002,5.027430000000002,9802,ecology-pop1
112925,100000,119457000.0,2210.2,53558.4,0,0,120.473,114.197,0,0.00862069,0.0075431,0,1727.6,0.362218,0,36582.1,879.0,595.0,481.0,598.0,556.0,492.0,794.0,376.0,601.0,31.0261,40.5352,78.0945,23.8206,27.7527,32.933,18.4295,37.8322,28.9333,930.0,27810.0,928.0,393.0,118.0,0.0,0.0,0.0,8.0,9.0,7.0,669.0,450.0,928.0,0.0,0.0,38.0,3.14727,82.0,2.31778,5.78834,10714,killed-pop6
113026,100000,107037.0,1005.9,106.234,0,0,214.656,201.786,0,0.0256148,0.0256148,0,3038.58,-25.0857,0,74.3281,679.0,976.0,679.0,976.0,679.0,679.0,679.0,976.0,297.0,11.0026,7.05422,10.625,7.42863,10.8323,10.7048,11.1682,7.219810000000002,22.3624,930.0,29100.0,976.0,2.0,2.0,0.0,0.0,0.0,25.0,25.0,25.0,976.0,483.0,976.0,0.0,0.0,2.0,0.887501,2.0,2.69485,6.7793800000000015,10583,ecology-pop10
113119,100000,1.36965e+30,9064.73,9.24362e+25,0,0,742.27,560.001,0,0.00111111,0.0,0,1231.55,-53.7552,0,1.0840600000000004e+72,653.0,31.0,638.0,62.0,603.0,639.0,39.0,553.0,546.0,122.127,994.447,121.832,737.7539999999998,122.352,122.154,990.398,122.358,123.082,9000.0,27000.0,900.0,849.0,136.0,0.0,0.0,0.0,1.0,2.0,0.0,375.0,343.0,900.0,0.0,0.0,23.0,1.83138,58.0,1.80231,4.1802,9219,killed-pop1
113214,100000,2004.61,1077.98,1.85313,0,0,127.482,125.43,0,0.0213618,0.0213618,0,2805.61,-17.1746,0,1.16127,684.0,1563.0,2247.0,1447.0,2247.0,2247.0,2247.0,800.0,1447.0,8.70326,4.6087099999999985,2.9243,3.95147,3.0937,3.06165,2.99899,13.6603,3.9218,9000.0,66180.0,2247.0,5.0,5.0,0.0,0.0,0.0,48.0,46.0,48.0,2247.0,1038.0,2247.0,0.0,0.0,3.0,1.58195,3.0,2.72789,6.64266,9063,ecology-pop4
113315,100000,19422900.0,2121.81,9181.48,0,0,120.889,115.889,0,0.0115789,0.0115789,0,1628.69,16.5439,0,6564.99,549.0,620.0,549.0,620.0,330.0,549.0,950.0,401.0,950.0,25.0107,71.9588,93.136,24.3634,38.5668,26.3472,15.4157,35.6115,17.7588,930.0,28380.0,950.0,3.0,3.0,0.0,0.0,0.0,11.0,8.0,11.0,950.0,457.0,950.0,0.0,0.0,3.0,1.2664799999999998,3.0,2.4098,5.81033,10504,ecology-pop6
113416,100000,255333000000.0,3554.68,66716200.0,0,0,225.991,214.032,0,0.00518672,0.0,0,1285.83,40.5765,0,42283400.0,942.0,952.0,383.0,947.0,935.0,930.0,558.0,379.0,555.0,32.6529,30.0964,81.4487,21.2718,26.3207,20.3019,32.6994,71.4044,35.3445,930.0,28860.0,964.0,675.0,165.0,0.0,0.0,0.0,5.0,4.0,0.0,483.0,488.0,964.0,0.0,0.0,24.0,1.399,86.0,2.72966,6.82658,10059,killed-pop3
113517,100000,67516300.0,1942.49,34354.2,0,0,218.718,204.006,0,0.0232068,0.00843882,0,2037.84,35.026,0,29527.0,521.0,652.0,909.0,915.0,879.0,928.0,882.0,882.0,886.0,31.3665,29.7263,18.8933,22.0756,18.2517,17.9027,17.9742,18.9761,19.0148,930.0,28410.0,948.0,670.0,153.0,0.0,0.0,0.0,22.0,23.0,8.0,440.0,462.0,948.0,0.0,0.0,39.0,2.38075,162.0,2.87907,7.8604699999999985,10493,killed-pop5
113618,100000,71224.0,1003.27,68.7104,0,0,212.28,196.517,0,0.0252809,0.0252809,0,2797.27,-13.9192,0,50.726000000000006,683.0,683.0,639.0,683.0,1044.0,1067.0,684.0,1054.0,383.0,9.11083,8.67854,8.732610000000001,7.94551,6.98141,7.30762,8.613480000000001,6.94077,27.0521,9000.0,31290.0,1068.0,99.0,97.0,0.0,0.0,0.0,27.0,21.0,27.0,1068.0,250.0,1068.0,0.0,0.0,9.0,1.64609,11.0,2.61291,6.47283,9787,ecology-pop10
113719,100000,6819170000.0,2497.88,2488850.0,0,0,508.6,476.802,0,0.00729927,0.00729927,0,1011.27,1.49452,0,-1.3543600000000002e+68,770.0,356.0,770.0,356.0,770.0,770.0,356.0,414.0,414.0,18.5031,58.6352,19.8419,40.8289,24.9508,19.854,42.3417,41.6846,41.8171,9000.0,28560.0,959.0,196.0,41.0,0.0,0.0,0.0,7.0,10.0,7.0,959.0,305.0,959.0,0.0,0.0,3.0,1.51771,12.0,2.14431,5.174919999999998,9808,ecology-pop1
113820,100000,32951400.0,1949.97,15242.0,0,0,120.454,115.933,0,0.009375,0.00208333,0,1468.79,6.18507,0,5798.74,390.0,401.0,451.0,674.0,576.0,580.0,416.0,400.0,615.0,30.118,60.7326,26.3223,19.1719,35.4967,20.8733,26.9089,38.1922,25.3518,9000.0,28530.0,960.0,448.0,209.0,0.0,0.0,0.0,9.0,8.0,2.0,739.0,197.0,960.0,0.0,0.0,58.0,3.77509,134.0,2.01924,4.6859199999999985,9912,killed-pop6
113921,100000,26962400.0,1970.97,12525.2,0,0,120.807,116.044,0,0.0111675,0.00507614,0,1425.5,-0.69005,0,9272.87,458.0,457.0,434.0,713.0,597.0,629.0,466.0,364.0,590.0,34.268,69.0097,26.1633,18.9685,43.7229,24.7367,31.6113,33.1094,21.2565,9000.0,29250.0,985.0,464.0,197.0,0.0,0.0,0.0,11.0,8.0,5.0,727.0,221.0,985.0,0.0,0.0,59.0,4.0171,150.0,2.02447,4.77198,9712,killed-pop6
114022,100000,2.01843e+23,6974.76,2.0186e+19,0,0,434.281,251.897,0,0.0,0.0,0,1013.14,4.9264199999999985,0,2.2421400000000007e+100,765.0,202.0,768.0,576.0,749.0,774.0,777.0,192.0,564.0,47.1263,136.789,62.0162,123.772,87.3449,74.91,46.2556,141.85,126.181,9000.0,27930.0,931.0,809.0,328.0,0.0,0.0,0.0,0.0,2.0,0.0,378.0,282.0,931.0,0.0,0.0,29.0,1.94287,128.0,2.28717,5.76211,9253,killed-pop3
114123,100000,133693.0,1019.8,130.701,0,0,216.495,203.46400000000003,0,0.0127389,0.0127389,0,3030.17,13.0248,0,81.7094,677.0,942.0,677.0,942.0,677.0,677.0,677.0,942.0,265.0,8.93821,6.821439999999999,8.96466,6.93927,8.973460000000003,8.98926,8.82523,7.04073,25.7288,930.0,28230.0,942.0,3.0,3.0,0.0,0.0,0.0,12.0,13.0,12.0,942.0,447.0,942.0,0.0,0.0,2.0,0.856608,2.0,2.71915,6.8766,10987,ecology-pop10
114224,100000,1.96177e+58,11967.8,1.49639e+54,0,0,632.599,409.024,0,0.00112613,0.0,0,2607.22,-15.6051,0,3.84647e+55,864.0,860.0,870.0,858.0,864.0,869.0,850.0,849.0,851.0,150.75799999999995,154.276,150.781,154.407,155.458,154.799,154.406,155.752,154.716,930.0,26640.0,888.0,837.0,44.0,0.0,0.0,0.0,1.0,1.0,0.0,93.0,422.0,888.0,0.0,0.0,24.0,0.539353,35.0,3.0792,8.71059,10774,killed-pop9
114317,100000,7.71775e+37,2664.31,4.21091e+33,0,0,280.612,279.719,0,0.0,0.0,0,170.203,-3.0154,0,5.16126e+34,175.0,8.0,175.0,167.0,175.0,175.0,175.0,8.0,167.0,126.214,994.992,132.483,131.453,126.217,128.709,128.72799999999998,994.992,132.464,9000.0,25950.0,865.0,636.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,716.0,713.0,865.0,0.0,0.0,3.0,0.780729,21.0,0.5671510000000001,1.41618,9842,ecology-pop3
